CustomerID,Gender,Age,AgeGroup,Country,City,SignupDateKey,CustomerSegment
1935,Male,32,25-34,Spain,Seville,20240611,New
1936,Male,62,55-64,Belgium,Ghent,20241025,New
1937,Female,49,45-54,France,Marseille,20240121,Returning
1938,Male,58,55-64,Belgium,Bruges,20240110,Returning
1939,Female,24,18-24,Italy,Florence,20240214,New
1940,Male,61,55-64,Germany,Cologne,20250827,New
1941,Male,61,55-64,Germany,Hamburg,20240103,New
1942,Female,31,25-34,France,Lyon,20240212,VIP
1943,Male,40,35-44,Netherlands,Utrecht,20240628,New
1944,Male,64,55-64,Netherlands,Rotterdam,20241023,New
1945,Female,18,18-24,Netherlands,Eindhoven,20250111,Returning
1946,Female,49,45-54,Italy,Naples,20240416,New
1947,Male,58,55-64,Italy,Turin,20251217,New
1948,Female,43,35-44,Germany,Cologne,20250305,Returning
1949,Female,65,65+,France,Marseille,20250927,VIP
1950,Female,26,25-34,Italy,Florence,20240422,Returning
1951,Male,33,25-34,Germany,Hamburg,20250111,Returning
1952,Female,48,45-54,France,Paris,20240216,New
1953,Male,19,18-24,Spain,Madrid,20251029,Returning
1954,Male,49,45-54,Netherlands,Amsterdam,20241010,Returning
1955,Female,27,25-34,Switzerland,Geneva,20241126,New
1956,Female,42,35-44,Austria,Innsbruck,20240823,Returning
1957,Male,35,35-44,Spain,Seville,20251012,New
1958,Male,62,55-64,Italy,Naples,20241011,New
1959,Male,51,45-54,Spain,Bilbao,20250315,New
1960,Other,46,45-54,Netherlands,Amsterdam,20240905,Returning
1961,Female,62,55-64,Germany,Stuttgart,20251216,New
1962,Male,41,35-44,Italy,Milan,20251212,Returning
1963,Female,20,18-24,Belgium,Antwerp,20240226,Returning
1964,Male,32,25-34,France,Marseille,20250312,VIP
1965,Male,20,18-24,Spain,Seville,20240314,Returning
1966,Male,48,45-54,Spain,Bilbao,20240428,New
1967,Other,27,25-34,Germany,Stuttgart,20250724,Returning
1968,Other,55,55-64,France,Nice,20241017,VIP
1969,Female,39,35-44,France,Nice,20241128,New
1970,Female,31,25-34,Germany,Cologne,20240227,New
1971,Female,26,25-34,Germany,Cologne,20250514,New
1972,Female,35,35-44,Belgium,Bruges,20251231,New
1973,Female,25,25-34,France,Marseille,20240914,New
1974,Female,55,55-64,Italy,Milan,20250426,Returning
1975,Male,32,25-34,France,Paris,20250413,VIP
1976,Male,63,55-64,Austria,Salzburg,20241121,Returning
1977,Male,32,25-34,France,Lyon,20240303,Returning
1978,Male,69,65+,Italy,Turin,20240628,VIP
1979,Female,23,18-24,Belgium,Brussels,20240818,New
1980,Male,29,25-34,Belgium,Bruges,20240612,Returning
1981,Female,59,55-64,Germany,Hamburg,20241225,Returning
1982,Female,36,35-44,Belgium,Ghent,20240728,New
1983,Female,57,55-64,Italy,Rome,20250321,New
1984,Female,22,18-24,Italy,Milan,20250708,Returning
1985,Female,44,35-44,Germany,Frankfurt,20250226,New
1986,Female,27,25-34,Germany,Frankfurt,20240512,Returning
1987,Male,60,55-64,Netherlands,The Hague,20251230,VIP
1988,Male,69,65+,Italy,Naples,20240721,New
1989,Male,63,55-64,Italy,Turin,20251120,New
1990,Male,31,25-34,Netherlands,Eindhoven,20250411,VIP
1991,Female,51,45-54,Netherlands,Eindhoven,20250717,Returning
1992,Male,66,65+,Germany,Munich,20250328,New
1993,Female,32,25-34,Spain,Bilbao,20250805,Returning
1994,Female,46,45-54,Germany,Stuttgart,20240103,New
1995,Female,43,35-44,Netherlands,Eindhoven,20240329,New
1996,Male,44,35-44,Spain,Valencia,20240220,Returning
1997,Male,20,18-24,Austria,Linz,20250328,Returning
1998,Female,20,18-24,Germany,Hamburg,20251102,New
1999,Female,52,45-54,Germany,Cologne,20250424,New
2000,Male,52,45-54,France,Nice,20240512,VIP
2001,Male,67,65+,France,Paris,20240903,New
2002,Female,23,18-24,France,Marseille,20251113,New
2003,Female,31,25-34,Austria,Graz,20251223,Returning
2004,Female,43,35-44,France,Paris,20250130,New
2005,Female,20,18-24,France,Marseille,20240607,Returning
2006,Male,50,45-54,Netherlands,Rotterdam,20250409,New
2007,Male,59,55-64,Italy,Turin,20240529,Returning
2008,Male,30,25-34,Netherlands,Rotterdam,20250724,Returning
2009,Female,46,45-54,Germany,Munich,20241103,Returning
2010,Male,26,25-34,Italy,Turin,20250712,Returning
2011,Female,49,45-54,Germany,Stuttgart,20250512,Returning
2012,Female,39,35-44,Germany,Frankfurt,20241031,New
2013,Female,39,35-44,Austria,Graz,20241107,New
2014,Male,51,45-54,Germany,Berlin,20250626,New
2015,Male,27,25-34,Italy,Turin,20240903,Returning
2016,Female,42,35-44,Italy,Turin,20251129,New
2017,Male,29,25-34,France,Nice,20240822,VIP
2018,Female,68,65+,Austria,Graz,20241127,Returning
2019,Male,20,18-24,Germany,Berlin,20240619,Returning
2020,Other,36,35-44,Spain,Bilbao,20250419,New
2021,Female,50,45-54,Switzerland,Geneva,20250815,Returning
2022,Female,64,55-64,Spain,Madrid,20241230,VIP
2023,Female,43,35-44,Austria,Vienna,20240105,New
2024,Male,30,25-34,Germany,Munich,20250530,New
2025,Female,24,18-24,Italy,Rome,20250501,Returning
2026,Female,51,45-54,France,Lyon,20251016,VIP
2027,Female,39,35-44,Netherlands,The Hague,20250308,New
2028,Female,37,35-44,Switzerland,Lausanne,20241107,VIP
2029,Male,60,55-64,France,Marseille,20250515,New
2030,Male,40,35-44,Spain,Barcelona,20251009,Returning
2031,Male,65,65+,Germany,Berlin,20240911,New
2032,Female,31,25-34,Spain,Valencia,20251224,New
2033,Male,47,45-54,Italy,Turin,20241006,VIP
2034,Female,40,35-44,Switzerland,Geneva,20241106,New
2035,Female,64,55-64,Spain,Valencia,20251124,New
2036,Female,69,65+,France,Nice,20240727,New
2037,Male,36,35-44,Germany,Munich,20241120,New
2038,Male,56,55-64,Germany,Cologne,20251218,New
2039,Female,58,55-64,France,Lyon,20250505,New
2040,Male,53,45-54,France,Marseille,20240607,New
2041,Male,23,18-24,Belgium,Brussels,20250615,Returning
2042,Female,40,35-44,Spain,Barcelona,20250405,New
2043,Female,27,25-34,Italy,Naples,20240223,Returning
2044,Female,52,45-54,Germany,Stuttgart,20250127,Returning
2045,Female,38,35-44,Belgium,Ghent,20240831,VIP
2046,Male,49,45-54,Netherlands,Rotterdam,20251104,Returning
2047,Male,47,45-54,Germany,Frankfurt,20251216,VIP
2048,Female,50,45-54,Netherlands,Amsterdam,20241201,New
2049,Female,23,18-24,Italy,Milan,20240711,VIP
2050,Female,22,18-24,Germany,Stuttgart,20240523,New
2051,Female,32,25-34,Italy,Rome,20240730,New
2052,Male,60,55-64,Italy,Rome,20241017,New
2053,Female,69,65+,Germany,Hamburg,20250908,Returning
2054,Female,42,35-44,Austria,Linz,20250513,New
2055,Female,30,25-34,Belgium,Leuven,20240510,VIP
2056,Male,23,18-24,Spain,Madrid,20241003,New
2057,Female,54,45-54,Italy,Rome,20250125,Returning
2058,Female,19,18-24,Italy,Naples,20241129,VIP
2059,Male,34,25-34,Spain,Barcelona,20241004,VIP
2060,Female,41,35-44,Italy,Florence,20240521,Returning
2061,Male,29,25-34,Germany,Stuttgart,20240307,Returning
2062,Female,61,55-64,Italy,Rome,20250123,New
2063,Male,31,25-34,Belgium,Brussels,20251209,New
2064,Female,24,18-24,Italy,Milan,20240228,VIP
2065,Female,43,35-44,Germany,Munich,20250127,New
2066,Female,49,45-54,Netherlands,Eindhoven,20250523,New
2067,Male,46,45-54,Germany,Munich,20240624,New
2068,Male,63,55-64,France,Paris,20240411,New
2069,Female,56,55-64,Germany,Stuttgart,20240206,New
2070,Female,26,25-34,France,Paris,20241119,New
2071,Male,31,25-34,Netherlands,The Hague,20250819,New
2072,Male,70,65+,Italy,Naples,20250309,VIP
2073,Male,34,25-34,Germany,Cologne,20250510,New
2074,Female,66,65+,Belgium,Leuven,20250619,Returning
2075,Male,42,35-44,Belgium,Bruges,20251211,New
2076,Female,70,65+,Belgium,Leuven,20240505,Returning
2077,Other,47,45-54,France,Marseille,20241031,New
2078,Male,62,55-64,Italy,Rome,20240912,Returning
2079,Male,46,45-54,Switzerland,Bern,20250126,Returning
2080,Male,46,45-54,Netherlands,Utrecht,20250809,New
2081,Female,35,35-44,Germany,Cologne,20250511,Returning
2082,Male,48,45-54,Germany,Munich,20250913,New
2083,Female,36,35-44,Italy,Florence,20250401,New
2084,Male,34,25-34,Austria,Linz,20240106,New
2085,Female,23,18-24,Italy,Florence,20250705,New
2086,Male,29,25-34,Italy,Rome,20251217,New
2087,Male,55,55-64,Germany,Frankfurt,20241230,New
2088,Male,20,18-24,Spain,Barcelona,20251018,New
2089,Female,64,55-64,Belgium,Brussels,20241102,New
2090,Female,52,45-54,France,Marseille,20240102,VIP
2091,Female,64,55-64,Netherlands,Utrecht,20240606,New
2092,Female,50,45-54,Switzerland,Geneva,20240815,Returning
2093,Female,70,65+,Germany,Munich,20240717,Returning
2094,Female,46,45-54,Italy,Rome,20250203,Returning
2095,Female,20,18-24,France,Paris,20240323,Returning
2096,Female,22,18-24,Netherlands,The Hague,20250314,New
2097,Female,31,25-34,Spain,Seville,20250316,New
2098,Male,53,45-54,Spain,Valencia,20250406,New
2099,Female,45,45-54,Netherlands,Rotterdam,20240214,New
2100,Female,58,55-64,Italy,Rome,20250311,New
2101,Female,49,45-54,Austria,Vienna,20251211,Returning
2102,Male,35,35-44,Italy,Rome,20240623,New
2103,Male,59,55-64,Germany,Cologne,20250628,New
2104,Female,57,55-64,Netherlands,Eindhoven,20250118,New
2105,Male,30,25-34,Netherlands,Utrecht,20250211,New
2106,Female,19,18-24,France,Lyon,20250630,New
2107,Female,69,65+,Belgium,Bruges,20240710,New
2108,Female,42,35-44,Austria,Innsbruck,20240325,VIP
2109,Female,37,35-44,France,Toulouse,20250904,VIP
2110,Male,24,18-24,Switzerland,Zurich,20250408,New
2111,Female,28,25-34,Germany,Hamburg,20241111,Returning
2112,Male,22,18-24,Germany,Munich,20251221,Returning
2113,Female,46,45-54,Germany,Cologne,20240129,Returning
2114,Female,35,35-44,Austria,Vienna,20240930,Returning
2115,Female,25,25-34,Spain,Bilbao,20240704,VIP
2116,Female,44,35-44,Germany,Frankfurt,20240217,Returning
2117,Male,59,55-64,Italy,Naples,20240923,New
2118,Male,19,18-24,Spain,Valencia,20250121,New
2119,Male,52,45-54,Germany,Cologne,20251112,New
2120,Female,43,35-44,Belgium,Ghent,20240525,Returning
2121,Female,40,35-44,Belgium,Brussels,20240116,Returning
2122,Male,22,18-24,Italy,Rome,20241023,Returning
2123,Female,33,25-34,Switzerland,Zurich,20250324,New
2124,Female,59,55-64,Italy,Turin,20250708,VIP
2125,Male,28,25-34,Switzerland,Bern,20250302,New
2126,Female,36,35-44,Spain,Valencia,20241212,Returning
2127,Male,33,25-34,Spain,Seville,20241013,New
2128,Male,49,45-54,Germany,Berlin,20250507,New
2129,Male,29,25-34,Belgium,Antwerp,20241010,New
2130,Male,19,18-24,Italy,Rome,20250716,New
2131,Male,60,55-64,Germany,Stuttgart,20250622,New
2132,Male,39,35-44,Germany,Hamburg,20250604,Returning
2133,Male,43,35-44,Spain,Valencia,20250111,New
2134,Female,50,45-54,Italy,Florence,20250114,New
2135,Female,41,35-44,Netherlands,Eindhoven,20250225,New
2136,Female,22,18-24,Austria,Salzburg,20240806,Returning
2137,Female,38,35-44,Germany,Stuttgart,20240226,New
2138,Female,63,55-64,Netherlands,Amsterdam,20251117,New
2139,Female,35,35-44,Germany,Berlin,20240423,Returning
2140,Female,56,55-64,Belgium,Antwerp,20251230,New
2141,Female,22,18-24,Belgium,Bruges,20240902,New
2142,Male,25,25-34,Italy,Naples,20250419,New
2143,Male,38,35-44,Netherlands,Amsterdam,20240308,VIP
2144,Male,64,55-64,France,Toulouse,20240227,VIP
2145,Female,22,18-24,Italy,Florence,20241030,VIP
2146,Female,30,25-34,Belgium,Antwerp,20241110,New
2147,Female,36,35-44,Italy,Rome,20240316,New
2148,Female,46,45-54,France,Paris,20241029,New
2149,Female,19,18-24,Italy,Naples,20250914,Returning
2150,Male,54,45-54,Belgium,Brussels,20250915,VIP
2151,Male,43,35-44,France,Toulouse,20251218,New
2152,Female,46,45-54,Germany,Cologne,20250806,Returning
2153,Other,22,18-24,Netherlands,Eindhoven,20250420,New
2154,Male,49,45-54,Belgium,Leuven,20240102,Returning
2155,Male,55,55-64,Germany,Frankfurt,20251201,Returning
2156,Female,65,65+,France,Paris,20240209,Returning
2157,Male,19,18-24,Germany,Frankfurt,20251113,New
2158,Female,22,18-24,France,Nice,20240217,New
2159,Female,64,55-64,Italy,Naples,20251212,New
2160,Male,50,45-54,Netherlands,The Hague,20240226,New
2161,Female,68,65+,Spain,Barcelona,20250526,Returning
2162,Male,52,45-54,Spain,Barcelona,20251208,New
2163,Male,36,35-44,France,Lyon,20240112,New
2164,Female,32,25-34,Belgium,Brussels,20250402,New
2165,Female,52,45-54,Italy,Turin,20241119,Returning
2166,Female,25,25-34,Switzerland,Basel,20251121,New
2167,Female,64,55-64,Spain,Madrid,20250808,Returning
2168,Female,18,18-24,Germany,Cologne,20250624,New
2169,Female,55,55-64,Spain,Valencia,20240401,New
2170,Female,39,35-44,France,Marseille,20241204,Returning
2171,Male,34,25-34,Spain,Valencia,20250105,Returning
2172,Female,33,25-34,Germany,Hamburg,20250910,New
2173,Male,62,55-64,Germany,Hamburg,20240912,VIP
2174,Female,18,18-24,Belgium,Antwerp,20250515,VIP
2175,Male,20,18-24,France,Marseille,20240407,Returning
2176,Male,23,18-24,Belgium,Ghent,20240215,Returning
2177,Female,69,65+,France,Lyon,20240120,New
2178,Male,70,65+,Spain,Valencia,20240228,Returning
2179,Male,20,18-24,Netherlands,Rotterdam,20240827,New
2180,Male,64,55-64,Italy,Milan,20250110,Returning
2181,Female,47,45-54,France,Lyon,20240205,New
2182,Male,64,55-64,Germany,Stuttgart,20250527,New
2183,Male,28,25-34,Germany,Cologne,20250121,New
2184,Male,44,35-44,France,Marseille,20240701,New
2185,Male,39,35-44,Spain,Madrid,20241111,New
2186,Female,23,18-24,Austria,Graz,20250121,VIP
2187,Female,55,55-64,Belgium,Brussels,20240325,New
2188,Female,58,55-64,Netherlands,Eindhoven,20250322,New
2189,Female,63,55-64,Netherlands,Utrecht,20250816,Returning
2190,Female,48,45-54,Spain,Barcelona,20251101,Returning
2191,Female,60,55-64,France,Lyon,20240815,Returning
2192,Female,23,18-24,Austria,Graz,20240218,New
2193,Female,67,65+,Spain,Madrid,20241028,New
2194,Male,37,35-44,Spain,Seville,20251224,New
2195,Female,64,55-64,Germany,Munich,20251012,New
2196,Male,58,55-64,Italy,Turin,20250907,New
2197,Female,28,25-34,Italy,Milan,20240305,Returning
2198,Male,19,18-24,Belgium,Bruges,20250413,New
2199,Female,48,45-54,Italy,Rome,20251018,New
2200,Male,55,55-64,France,Nice,20250106,New
2201,Male,43,35-44,Switzerland,Lausanne,20250623,New
2202,Male,44,35-44,Germany,Munich,20250816,VIP
2203,Male,63,55-64,Italy,Naples,20250421,Returning
2204,Female,63,55-64,Germany,Cologne,20241125,New
2205,Male,48,45-54,Netherlands,Utrecht,20240109,Returning
2206,Female,41,35-44,Austria,Vienna,20240610,Returning
2207,Female,30,25-34,France,Lyon,20250207,New
2208,Female,42,35-44,Belgium,Antwerp,20251004,Returning
2209,Female,54,45-54,France,Toulouse,20251002,Returning
2210,Female,58,55-64,Austria,Graz,20241101,New
2211,Male,42,35-44,Netherlands,Eindhoven,20251009,Returning
2212,Male,46,45-54,Belgium,Ghent,20240406,New
2213,Female,48,45-54,Germany,Munich,20250504,VIP
2214,Other,60,55-64,Switzerland,Zurich,20250604,Returning
2215,Male,56,55-64,Netherlands,Rotterdam,20241004,Returning
2216,Female,19,18-24,France,Paris,20250516,New
2217,Female,29,25-34,Belgium,Leuven,20250510,Returning
2218,Female,22,18-24,France,Paris,20250501,New
2219,Female,44,35-44,Belgium,Bruges,20241118,Returning
2220,Male,51,45-54,Germany,Cologne,20240727,New
2221,Female,31,25-34,Netherlands,Amsterdam,20240109,New
2222,Female,24,18-24,Italy,Naples,20241029,New
2223,Female,54,45-54,Germany,Frankfurt,20241018,Returning
2224,Female,53,45-54,France,Paris,20251020,Returning
2225,Female,27,25-34,Germany,Stuttgart,20241219,New
2226,Female,46,45-54,Italy,Naples,20240102,New
2227,Male,33,25-34,France,Paris,20250419,VIP
2228,Female,55,55-64,Spain,Barcelona,20251103,New
2229,Female,38,35-44,France,Toulouse,20250522,New
2230,Male,55,55-64,France,Lyon,20240304,New
2231,Male,58,55-64,Netherlands,Rotterdam,20250213,New
2232,Female,50,45-54,Germany,Stuttgart,20250922,New
2233,Female,46,45-54,Austria,Innsbruck,20240420,New
2234,Female,65,65+,Belgium,Ghent,20250221,New
2235,Male,34,25-34,Spain,Seville,20251203,Returning
2236,Female,30,25-34,Spain,Barcelona,20240726,Returning
2237,Male,23,18-24,Austria,Salzburg,20251226,New
2238,Male,19,18-24,Germany,Stuttgart,20240401,Returning
2239,Female,25,25-34,Germany,Munich,20240318,New
2240,Female,49,45-54,France,Paris,20250601,Returning
2241,Male,53,45-54,Netherlands,Rotterdam,20240215,New
2242,Male,26,25-34,Germany,Munich,20250916,VIP
2243,Male,40,35-44,Spain,Seville,20250611,Returning
2244,Female,24,18-24,Switzerland,Basel,20240907,New
2245,Female,48,45-54,Belgium,Brussels,20250329,New
2246,Female,38,35-44,Italy,Naples,20250331,New
2247,Male,18,18-24,Germany,Stuttgart,20240906,Returning
2248,Male,63,55-64,Belgium,Bruges,20250713,VIP
2249,Male,19,18-24,Spain,Barcelona,20250916,New
2250,Male,57,55-64,Germany,Hamburg,20240624,VIP
2251,Male,28,25-34,Germany,Frankfurt,20250901,New
2252,Male,54,45-54,Austria,Salzburg,20251207,Returning
2253,Female,35,35-44,Spain,Bilbao,20250215,Returning
2254,Female,61,55-64,Belgium,Leuven,20250217,New
2255,Female,70,65+,Belgium,Brussels,20241011,New
2256,Male,41,35-44,Spain,Seville,20251022,VIP
2257,Female,69,65+,Italy,Milan,20250419,Returning
2258,Female,36,35-44,Italy,Turin,20241101,Returning
2259,Male,22,18-24,France,Paris,20250529,Returning
2260,Male,46,45-54,Italy,Turin,20250324,Returning
2261,Male,56,55-64,Netherlands,Eindhoven,20240810,New
2262,Female,19,18-24,Spain,Bilbao,20241007,Returning
2263,Female,34,25-34,Austria,Salzburg,20250730,New
2264,Female,62,55-64,Italy,Florence,20240725,New
2265,Female,28,25-34,Spain,Bilbao,20251228,Returning
2266,Male,54,45-54,Spain,Valencia,20250113,VIP
2267,Female,30,25-34,Spain,Madrid,20250426,Returning
2268,Female,46,45-54,Netherlands,The Hague,20250914,New
2269,Female,49,45-54,France,Toulouse,20240930,New
2270,Male,62,55-64,Italy,Florence,20241007,New
2271,Male,57,55-64,Germany,Frankfurt,20241221,Returning
2272,Male,60,55-64,France,Nice,20250119,VIP
2273,Male,25,25-34,Italy,Milan,20240516,Returning
2274,Female,27,25-34,Spain,Barcelona,20240617,New
2275,Male,42,35-44,Austria,Graz,20241004,VIP
2276,Male,28,25-34,Spain,Barcelona,20240817,Returning
2277,Male,45,45-54,Netherlands,Utrecht,20250508,New
2278,Male,50,45-54,Italy,Florence,20240712,New
2279,Female,56,55-64,Spain,Valencia,20250503,New
2280,Male,43,35-44,Germany,Cologne,20251115,New
2281,Male,25,25-34,France,Paris,20241002,New
2282,Female,55,55-64,France,Marseille,20240802,Returning
2283,Female,43,35-44,Italy,Milan,20251013,Returning
2284,Male,49,45-54,Germany,Hamburg,20240720,VIP
2285,Male,63,55-64,Germany,Cologne,20250729,Returning
2286,Male,45,45-54,France,Nice,20251102,New
2287,Female,69,65+,Switzerland,Zurich,20240302,New
2288,Female,24,18-24,France,Marseille,20240512,New
2289,Male,52,45-54,Italy,Florence,20240429,Returning
2290,Female,19,18-24,Germany,Frankfurt,20240605,VIP
2291,Female,39,35-44,Spain,Valencia,20241015,New
2292,Female,67,65+,France,Marseille,20241221,Returning
2293,Female,39,35-44,Germany,Munich,20240113,New
2294,Female,20,18-24,Italy,Naples,20250403,New
2295,Female,63,55-64,Germany,Hamburg,20250215,VIP
2296,Male,67,65+,Germany,Frankfurt,20250516,New
2297,Male,62,55-64,Germany,Frankfurt,20250521,Returning
2298,Male,25,25-34,Germany,Hamburg,20240930,Returning
2299,Female,21,18-24,Germany,Frankfurt,20240818,Returning
2300,Male,32,25-34,France,Marseille,20250731,Returning
2301,Female,61,55-64,Belgium,Brussels,20240815,Returning
2302,Female,63,55-64,Spain,Bilbao,20250305,Returning
2303,Female,69,65+,Italy,Rome,20240524,Returning
2304,Male,56,55-64,France,Paris,20240609,New
2305,Female,29,25-34,Austria,Graz,20241015,New
2306,Female,46,45-54,Italy,Turin,20241217,Returning
2307,Female,26,25-34,Germany,Frankfurt,20240324,New
2308,Male,59,55-64,Spain,Barcelona,20250617,Returning
2309,Male,57,55-64,Germany,Hamburg,20240504,New
2310,Male,37,35-44,France,Paris,20240629,New
2311,Female,51,45-54,Italy,Florence,20250507,Returning
2312,Other,43,35-44,Belgium,Antwerp,20250305,Returning
2313,Male,65,65+,Italy,Naples,20240213,Returning
2314,Female,38,35-44,Netherlands,Rotterdam,20250104,New
2315,Male,40,35-44,Switzerland,Basel,20250222,New
2316,Female,35,35-44,Germany,Cologne,20241228,Returning
2317,Female,69,65+,France,Marseille,20241004,New
2318,Female,41,35-44,Italy,Naples,20250320,New
2319,Female,59,55-64,Italy,Rome,20240804,New
2320,Male,46,45-54,Italy,Milan,20240325,New
2321,Male,55,55-64,Austria,Salzburg,20250503,New
2322,Female,55,55-64,Netherlands,Rotterdam,20241202,New
2323,Female,69,65+,Spain,Valencia,20240319,New
2324,Female,30,25-34,France,Marseille,20250602,New
2325,Male,49,45-54,Belgium,Antwerp,20250331,Returning
2326,Male,36,35-44,Austria,Salzburg,20251207,New
2327,Male,34,25-34,Belgium,Bruges,20241015,VIP
2328,Female,19,18-24,Germany,Berlin,20250428,VIP
2329,Male,35,35-44,Spain,Valencia,20241221,VIP
2330,Female,56,55-64,Germany,Munich,20240321,New
2331,Male,44,35-44,France,Paris,20240501,New
2332,Male,31,25-34,Germany,Hamburg,20250723,Returning
2333,Male,32,25-34,Spain,Valencia,20250924,New
2334,Male,25,25-34,Spain,Barcelona,20250516,Returning
2335,Male,26,25-34,Germany,Cologne,20240217,Returning
2336,Male,38,35-44,France,Nice,20250928,Returning
2337,Male,60,55-64,Italy,Rome,20251026,Returning
2338,Female,52,45-54,France,Marseille,20250212,New
2339,Female,69,65+,Germany,Berlin,20240113,New
2340,Male,31,25-34,Italy,Turin,20240811,Returning
2341,Female,44,35-44,Netherlands,Eindhoven,20240814,Returning
2342,Male,25,25-34,Germany,Cologne,20241229,Returning
2343,Female,52,45-54,Germany,Cologne,20240709,Returning
2344,Female,35,35-44,France,Nice,20251202,VIP
2345,Male,31,25-34,Austria,Graz,20250412,VIP
2346,Male,69,65+,Spain,Barcelona,20240128,Returning
2347,Female,25,25-34,Spain,Bilbao,20250314,New
2348,Male,66,65+,France,Lyon,20240810,Returning
2349,Male,25,25-34,Spain,Seville,20251215,New
2350,Female,54,45-54,Germany,Hamburg,20240211,New
2351,Female,61,55-64,Spain,Madrid,20240707,Returning
2352,Male,19,18-24,Austria,Graz,20250814,VIP
2353,Female,34,25-34,Spain,Madrid,20240207,Returning
2354,Male,30,25-34,Belgium,Ghent,20241202,New
2355,Female,31,25-34,Netherlands,Amsterdam,20240418,New
2356,Female,58,55-64,Germany,Berlin,20250917,New
2357,Male,58,55-64,Austria,Salzburg,20241229,New
2358,Male,26,25-34,Germany,Cologne,20240512,New
2359,Female,44,35-44,Italy,Turin,20241205,New
2360,Male,37,35-44,Germany,Berlin,20251118,Returning
2361,Female,55,55-64,Germany,Frankfurt,20250524,New
2362,Female,29,25-34,Italy,Turin,20240611,VIP
2363,Male,59,55-64,France,Toulouse,20241030,New
2364,Male,39,35-44,Italy,Rome,20240223,New
2365,Male,54,45-54,Spain,Valencia,20240602,Returning
2366,Male,67,65+,Germany,Munich,20250108,VIP
2367,Female,56,55-64,Germany,Hamburg,20250302,VIP
2368,Male,48,45-54,Spain,Valencia,20240211,New
2369,Female,30,25-34,France,Toulouse,20251228,VIP
2370,Female,18,18-24,Netherlands,The Hague,20250829,Returning
2371,Male,55,55-64,Spain,Barcelona,20251019,New
2372,Male,70,65+,Belgium,Leuven,20250906,New
2373,Male,70,65+,Netherlands,The Hague,20250928,New
2374,Male,57,55-64,Italy,Turin,20241207,New
2375,Female,26,25-34,Spain,Madrid,20251022,New
2376,Female,56,55-64,France,Paris,20240610,New
2377,Male,27,25-34,France,Paris,20240804,New
2378,Male,46,45-54,Netherlands,Utrecht,20240209,New
2379,Female,57,55-64,Italy,Rome,20250922,New
2380,Male,47,45-54,Netherlands,Eindhoven,20250914,New
2381,Male,19,18-24,Belgium,Ghent,20251210,New
2382,Male,35,35-44,Belgium,Brussels,20250920,New
2383,Male,45,45-54,Austria,Innsbruck,20250507,New
2384,Male,64,55-64,Italy,Turin,20240125,New
2385,Female,49,45-54,France,Toulouse,20241011,Returning
2386,Female,41,35-44,Spain,Barcelona,20240307,New
2387,Male,55,55-64,France,Toulouse,20251127,VIP
2388,Female,31,25-34,Spain,Bilbao,20241029,New
2389,Female,42,35-44,Netherlands,Eindhoven,20250422,New
2390,Male,42,35-44,Spain,Barcelona,20240803,Returning
2391,Female,49,45-54,France,Toulouse,20240414,Returning
2392,Male,44,35-44,Germany,Cologne,20251018,New
2393,Female,49,45-54,Italy,Milan,20250308,Returning
2394,Female,48,45-54,Germany,Cologne,20250912,New
2395,Male,67,65+,Austria,Linz,20240219,New
2396,Male,41,35-44,France,Toulouse,20240730,New
2397,Female,52,45-54,Germany,Berlin,20250824,New
2398,Female,47,45-54,Germany,Berlin,20250123,Returning
2399,Male,50,45-54,Spain,Valencia,20240925,New
2400,Male,50,45-54,Spain,Seville,20240709,New
2401,Female,63,55-64,France,Nice,20241021,New
2402,Male,44,35-44,Germany,Cologne,20250304,New
2403,Female,50,45-54,Italy,Rome,20240117,Returning
2404,Male,50,45-54,France,Lyon,20240819,New
2405,Female,21,18-24,Spain,Valencia,20250318,VIP
2406,Male,47,45-54,Spain,Barcelona,20241220,Returning
2407,Female,61,55-64,France,Nice,20250814,New
2408,Male,32,25-34,Germany,Cologne,20250724,New
2409,Female,46,45-54,Switzerland,Lausanne,20241217,Returning
2410,Female,45,45-54,Italy,Milan,20250425,New
2411,Female,49,45-54,Spain,Seville,20250112,Returning
2412,Female,53,45-54,Germany,Stuttgart,20250126,Returning
2413,Female,47,45-54,Italy,Florence,20240130,Returning
2414,Other,59,55-64,Germany,Stuttgart,20240510,Returning
2415,Male,60,55-64,Italy,Rome,20250204,New
2416,Male,55,55-64,Switzerland,Zurich,20240502,New
2417,Male,59,55-64,France,Marseille,20240220,New
2418,Female,29,25-34,Germany,Berlin,20250814,Returning
2419,Male,20,18-24,Germany,Berlin,20240710,New
2420,Other,32,25-34,France,Lyon,20240314,Returning
2421,Female,65,65+,Germany,Berlin,20250113,Returning
2422,Other,27,25-34,Germany,Berlin,20250517,New
2423,Female,39,35-44,Netherlands,Rotterdam,20250416,New
2424,Female,40,35-44,Italy,Rome,20240420,New
2425,Female,28,25-34,France,Paris,20251211,New
2426,Other,33,25-34,Austria,Linz,20250102,VIP
2427,Male,66,65+,Germany,Berlin,20240625,New
2428,Male,63,55-64,Austria,Vienna,20240120,VIP
2429,Female,33,25-34,France,Marseille,20240723,New
2430,Female,31,25-34,Belgium,Antwerp,20250624,VIP
2431,Male,23,18-24,Spain,Madrid,20250605,New
2432,Female,59,55-64,Belgium,Leuven,20240109,New
