ReturnID,SalesID,OrderID,ReturnDateKey,ReturnReason,ReturnStatus,RefundAmount
3508,33730,13451,20251211,Defective,Refunded,154.47
3509,33736,13455,20241027,Damaged,Refunded,306.34
3510,33757,13466,20240313,Damaged,Refunded,27.63
3511,33775,13472,20240902,Defective,Refunded,135.81
3512,33785,13476,20250924,Changed mind,Refunded,40.24
3513,33786,13476,20251002,Not as expected,Refunded,42.93
3514,33790,13479,20240504,Damaged,Pending,0.0
3515,33791,13479,20240514,Damaged,Approved,0.0
3516,33800,13483,20240707,Changed mind,Approved,0.0
3517,33810,13486,20241223,Damaged,Refunded,786.52
3518,33825,13491,20241212,Damaged,Refunded,42.1
3519,33835,13495,20250113,Not as expected,Refunded,36.78
3520,33840,13496,20250521,Changed mind,Refunded,27.31
3521,33859,13504,20240214,Not as expected,Refunded,665.2
3522,33863,13505,20251126,Size/Fit,Refunded,72.25
3523,33864,13505,20251105,Changed mind,Refunded,67.75
3524,33865,13506,20240811,Size/Fit,Refunded,103.73
3525,33866,13506,20240812,Not as expected,Refunded,38.42
3526,33867,13506,20240716,Damaged,Refunded,48.67
3527,33888,13515,20240731,Changed mind,Refunded,12.31
3528,33892,13516,20251210,Changed mind,Refunded,67.79
3529,33932,13534,20250325,Not as expected,Refunded,288.74
3530,33937,13535,20240626,Missing parts,Refunded,212.14
3531,33945,13537,20250808,Missing parts,Refunded,231.9
3532,33951,13540,20240512,Changed mind,Refunded,150.51
3533,33954,13541,20240708,Missing parts,Refunded,596.48
3534,33956,13542,20240701,Not as expected,Refunded,190.73
3535,33960,13543,20240523,Not as expected,Refunded,231.59
3536,33966,13545,20240224,Damaged,Refunded,214.57
3537,33968,13545,20240224,Size/Fit,Refunded,75.4
3538,33994,13557,20240229,Not as expected,Refunded,71.99
3539,33997,13559,20251101,Damaged,Refunded,86.51
3540,34005,13560,20250315,Not as expected,Refunded,24.74
3541,34013,13564,20250201,Not as expected,Refunded,305.21
3542,34014,13565,20240918,Damaged,Refunded,239.36
3543,34027,13572,20240929,Not as expected,Refunded,139.46
3544,34028,13573,20240728,Damaged,Refunded,68.66
3545,34029,13573,20240715,Size/Fit,Refunded,115.93
3546,34034,13575,20250315,Missing parts,Refunded,1265.78
3547,34042,13578,20240409,Changed mind,Refunded,51.05
3548,34053,13582,20251204,Damaged,Refunded,38.74
3549,34060,13585,20251108,Damaged,Refunded,149.76
3550,34063,13586,20251016,Damaged,Refunded,73.2
3551,34078,13591,20250511,Changed mind,Refunded,26.97
3552,34083,13593,20241213,Changed mind,Refunded,83.2
3553,34087,13594,20250308,Changed mind,Refunded,48.39
3554,34089,13595,20240717,Missing parts,Refunded,495.8
3555,34111,13602,20240217,Damaged,Refunded,114.72
3556,34139,13611,20251025,Damaged,Approved,0.0
3557,34148,13615,20250907,Not as expected,Approved,0.0
3558,34150,13616,20251102,Missing parts,Refunded,711.03
3559,34156,13618,20241025,Late delivery,Refunded,8.85
3560,34173,13624,20250826,Damaged,Refunded,24.74
3561,34187,13630,20240914,Not as expected,Approved,0.0
3562,34221,13642,20250413,Missing parts,Refunded,160.55
3563,34224,13643,20241108,Not as expected,Refunded,419.37
3564,34228,13644,20240512,Damaged,Refunded,32.44
3565,34250,13652,20250504,Damaged,Refunded,163.73
3566,34261,13656,20250616,Size/Fit,Refunded,53.59
3567,34284,13664,20251218,Damaged,Approved,0.0
3568,34303,13670,20250806,Damaged,Refunded,60.11
3569,34306,13672,20240520,Size/Fit,Refunded,99.08
3570,34319,13677,20250526,Not as expected,Refunded,61.33
3571,34330,13681,20240129,Changed mind,Refunded,147.24
3572,34343,13686,20240401,Not as expected,Refunded,520.32
3573,34375,13700,20250206,Changed mind,Refunded,379.4
3574,34376,13701,20240323,Changed mind,Refunded,41.7
3575,34386,13706,20241102,Size/Fit,Refunded,35.95
3576,34400,13711,20250510,Not as expected,Refunded,178.37
3577,34402,13711,20250509,Defective,Refunded,117.41
3578,34408,13713,20251025,Not as expected,Refunded,508.0
3579,34416,13715,20250703,Damaged,Refunded,30.79
3580,34423,13717,20240909,Damaged,Approved,0.0
3581,34425,13717,20240830,Not as expected,Refunded,545.95
3582,34426,13718,20240217,Changed mind,Approved,0.0
3583,34433,13721,20240329,Damaged,Refunded,36.58
3584,34442,13723,20250803,Damaged,Refunded,101.68
3585,34449,13728,20251027,Late delivery,Refunded,32.96
3586,34467,13736,20240912,Not as expected,Refunded,95.11
3587,34481,13742,20251231,Changed mind,Refunded,107.36
3588,34483,13743,20250202,Not as expected,Pending,0.0
3589,34488,13745,20250810,Not as expected,Refunded,37.36
3590,34517,13755,20240224,Wrong item,Approved,0.0
3591,34518,13755,20240206,Wrong item,Refunded,25.24
3592,34519,13756,20240602,Not as expected,Pending,0.0
3593,34529,13760,20250217,Changed mind,Refunded,59.89
3594,34540,13765,20250413,Missing parts,Pending,0.0
3595,34541,13765,20250403,Not as expected,Refunded,159.52
3596,34548,13768,20240815,Not as expected,Refunded,29.64
3597,34552,13770,20250301,Defective,Refunded,345.07
3598,34553,13771,20240515,Not as expected,Refunded,97.66
3599,34565,13776,20241126,Damaged,Refunded,93.92
3600,34572,13780,20250217,Wrong item,Refunded,6.11
3601,34593,13788,20240706,Not as expected,Refunded,167.26
3602,34622,13801,20241011,Damaged,Refunded,105.15
3603,34641,13808,20240703,Not as expected,Refunded,161.08
3604,34642,13808,20240709,Damaged,Approved,0.0
3605,34653,13813,20240907,Not as expected,Refunded,173.33
3606,34665,13819,20250119,Wrong item,Approved,0.0
3607,34666,13819,20241230,Wrong item,Refunded,18.47
3608,34670,13821,20250701,Not as expected,Refunded,89.58
3609,34678,13824,20240604,Changed mind,Refunded,68.33
3610,34686,13827,20251219,Changed mind,Approved,0.0
3611,34698,13832,20250413,Not as expected,Refunded,21.45
3612,34700,13832,20250324,Damaged,Refunded,42.79
3613,34705,13835,20250919,Changed mind,Refunded,136.45
3614,34720,13840,20250924,Damaged,Refunded,138.84
3615,34726,13842,20240523,Allergic reaction,Refunded,76.87
3616,34736,13846,20250713,Changed mind,Refunded,247.83
3617,34752,13854,20250101,Defective,Approved,0.0
3618,34754,13854,20250108,Damaged,Refunded,76.33
3619,34767,13861,20251007,Allergic reaction,Refunded,67.34
3620,34770,13862,20250201,Damaged,Refunded,116.67
3621,34773,13863,20240726,Not as expected,Refunded,107.98
3622,34776,13865,20250223,Damaged,Refunded,9.0
3623,34790,13872,20250518,Missing parts,Refunded,475.3
3624,34804,13878,20250330,Wrong item,Refunded,19.57
3625,34823,13885,20240928,Not as expected,Approved,0.0
3626,34839,13891,20251220,Damaged,Pending,0.0
3627,34857,13897,20241118,Changed mind,Refunded,45.39
3628,34864,13900,20250303,Damaged,Refunded,106.04
3629,34867,13901,20240806,Size/Fit,Refunded,87.04
3630,34869,13902,20240727,Damaged,Refunded,32.91
3631,34885,13907,20240929,Changed mind,Refunded,210.81
3632,34898,13913,20250718,Changed mind,Refunded,327.97
3633,34914,13919,20251102,Size/Fit,Refunded,55.12
3634,34916,13920,20240922,Changed mind,Refunded,84.75
3635,34935,13927,20240315,Damaged,Refunded,63.63
3636,34937,13927,20240316,Not as expected,Refunded,127.53
3637,34945,13930,20240511,Changed mind,Refunded,82.7
3638,34947,13931,20240516,Size/Fit,Refunded,54.56
3639,34954,13934,20241117,Size/Fit,Refunded,91.52
3640,34978,13943,20250504,Damaged,Approved,0.0
3641,34983,13944,20250217,Missing parts,Approved,0.0
3642,35000,13951,20240715,Allergic reaction,Refunded,77.46
3643,35005,13951,20240721,Missing parts,Refunded,446.44
3644,35029,13961,20250610,Damaged,Refunded,96.85
3645,35039,13965,20240411,Damaged,Refunded,227.93
3646,35050,13969,20250616,Not as expected,Refunded,194.53
3647,35056,13973,20250714,Damaged,Refunded,579.97
3648,35078,13981,20251113,Not as expected,Pending,0.0
3649,35091,13987,20250901,Not as expected,Refunded,299.19
3650,35099,13989,20250312,Wrong item,Refunded,44.32
3651,35120,13995,20251231,Missing parts,Refunded,206.04
3652,35124,13997,20240513,Not as expected,Refunded,109.38
3653,35126,13998,20251231,Damaged,Refunded,261.49
3654,35127,13999,20250126,Changed mind,Approved,0.0
3655,35130,13999,20250126,Missing parts,Refunded,113.32
3656,35137,14001,20241110,Damaged,Refunded,18.41
3657,35139,14003,20240625,Not as expected,Approved,0.0
3658,35158,14011,20251116,Damaged,Refunded,50.29
3659,35161,14012,20241005,Damaged,Refunded,35.97
3660,35162,14012,20240922,Not as expected,Approved,0.0
3661,35165,14013,20241008,Changed mind,Approved,0.0
3662,35190,14024,20250413,Changed mind,Refunded,189.63
3663,35193,14026,20250717,Damaged,Refunded,107.88
3664,35210,14032,20250606,Damaged,Refunded,160.73
3665,35216,14033,20241127,Size/Fit,Refunded,161.63
3666,35217,14034,20250423,Size/Fit,Refunded,147.49
3667,35231,14040,20240323,Damaged,Refunded,47.32
3668,35236,14043,20240514,Not as expected,Refunded,344.24
3669,35263,14054,20241009,Not as expected,Approved,0.0
3670,35281,14060,20250721,Changed mind,Refunded,111.74
3671,35282,14060,20250704,Late delivery,Refunded,21.07
3672,35289,14063,20250403,Not as expected,Refunded,95.31
3673,35295,14066,20251224,Changed mind,Refunded,216.99
3674,35297,14066,20251231,Changed mind,Approved,0.0
3675,35318,14077,20240818,Wrong item,Refunded,46.49
3676,35335,14084,20250103,Changed mind,Approved,0.0
3677,35336,14085,20240205,Not as expected,Pending,0.0
3678,35344,14088,20240908,Not as expected,Refunded,29.62
3679,35347,14090,20251205,Missing parts,Pending,0.0
3680,35353,14091,20250129,Changed mind,Refunded,66.99
3681,35369,14096,20240504,Defective,Refunded,736.92
3682,35371,14097,20240328,Damaged,Refunded,15.53
3683,35374,14099,20251227,Damaged,Refunded,64.31
3684,35377,14101,20250821,Size/Fit,Refunded,84.25
3685,35378,14101,20250719,Missing parts,Approved,0.0
3686,35401,14110,20241011,Not as expected,Refunded,50.22
3687,35413,14113,20251009,Missing parts,Refunded,576.03
3688,35414,14114,20251116,Not as expected,Refunded,199.93
3689,35418,14115,20250802,Changed mind,Refunded,137.63
3690,35437,14123,20250815,Changed mind,Refunded,101.21
3691,35441,14124,20250411,Changed mind,Refunded,171.74
3692,35471,14135,20250115,Damaged,Approved,0.0
3693,35473,14136,20240628,Changed mind,Approved,0.0
3694,35482,14141,20241027,Wrong item,Refunded,9.34
3695,35505,14153,20240629,Late delivery,Refunded,65.63
3696,35508,14155,20240711,Late delivery,Refunded,27.28
3697,35530,14164,20250829,Changed mind,Refunded,177.55
3698,35534,14164,20250803,Damaged,Refunded,128.31
3699,35560,14176,20251119,Missing parts,Refunded,122.41
3700,35565,14178,20250421,Damaged,Refunded,32.06
3701,35572,14180,20250207,Damaged,Refunded,302.41
3702,35578,14183,20240423,Not as expected,Refunded,123.05
3703,35582,14185,20240310,Changed mind,Refunded,181.47
3704,35584,14187,20240825,Damaged,Refunded,126.83
3705,35588,14188,20250705,Changed mind,Refunded,34.02
3706,35594,14190,20250529,Damaged,Refunded,242.91
3707,35597,14191,20251001,Not as expected,Refunded,130.65
3708,35607,14195,20250508,Size/Fit,Refunded,16.89
3709,35626,14202,20241224,Defective,Refunded,127.51
3710,35627,14203,20250331,Damaged,Refunded,187.5
3711,35637,14206,20240825,Damaged,Approved,0.0
3712,35641,14208,20250625,Not as expected,Refunded,414.68
3713,35642,14208,20250727,Not as expected,Refunded,172.11
3714,35644,14209,20250209,Allergic reaction,Pending,0.0
3715,35681,14225,20250701,Late delivery,Refunded,8.15
3716,35682,14225,20250618,Damaged,Refunded,370.55
3717,35683,14225,20250709,Defective,Refunded,683.62
3718,35691,14228,20240127,Changed mind,Refunded,140.59
3719,35695,14229,20240303,Defective,Refunded,321.17
3720,35696,14230,20250914,Allergic reaction,Refunded,31.08
3721,35702,14232,20250414,Missing parts,Refunded,1443.99
3722,35706,14232,20250417,Not as expected,Refunded,128.23
3723,35709,14234,20251005,Not as expected,Refunded,139.18
3724,35710,14234,20251018,Damaged,Pending,0.0
3725,35719,14238,20241125,Not as expected,Refunded,113.22
3726,35720,14238,20241110,Damaged,Approved,0.0
3727,35722,14239,20251231,Allergic reaction,Pending,0.0
3728,35727,14240,20240904,Changed mind,Refunded,25.28
3729,35743,14246,20250628,Damaged,Refunded,253.89
3730,35756,14251,20241012,Changed mind,Refunded,129.91
3731,35758,14252,20240628,Not as expected,Refunded,186.47
3732,35763,14254,20240729,Changed mind,Refunded,309.21
3733,35786,14262,20240821,Changed mind,Refunded,69.83
3734,35797,14266,20250519,Not as expected,Refunded,289.2
3735,35816,14274,20241112,Changed mind,Refunded,216.05
3736,35820,14277,20240310,Changed mind,Refunded,167.22
3737,35838,14284,20250212,Allergic reaction,Refunded,22.66
3738,35844,14286,20251003,Not as expected,Refunded,62.57
3739,35858,14293,20240717,Damaged,Refunded,93.64
3740,35889,14306,20250202,Not as expected,Refunded,159.37
3741,35891,14306,20250120,Damaged,Refunded,75.57
3742,35903,14311,20240930,Allergic reaction,Refunded,70.62
3743,35944,14329,20251101,Changed mind,Refunded,54.74
3744,35962,14336,20240901,Damaged,Refunded,56.21
3745,35963,14336,20240820,Damaged,Refunded,20.17
3746,35964,14336,20240902,Damaged,Refunded,119.29
3747,35976,14340,20251022,Not as expected,Refunded,88.57
3748,35977,14340,20251004,Changed mind,Refunded,12.4
3749,35990,14346,20251231,Not as expected,Refunded,250.82
3750,36001,14351,20240519,Changed mind,Refunded,344.9
3751,36002,14351,20240531,Size/Fit,Refunded,89.31
3752,36008,14354,20241001,Changed mind,Refunded,17.36
3753,36024,14358,20240830,Damaged,Refunded,177.12
3754,36032,14362,20250622,Not as expected,Refunded,633.32
3755,36038,14364,20241202,Size/Fit,Refunded,55.19
3756,36043,14367,20250106,Not as expected,Approved,0.0
3757,36050,14371,20250406,Changed mind,Refunded,81.03
3758,36060,14374,20240309,Allergic reaction,Refunded,38.28
3759,36083,14382,20250528,Damaged,Refunded,58.48
3760,36104,14393,20250104,Not as expected,Refunded,34.02
3761,36115,14397,20240818,Not as expected,Refunded,78.49
3762,36129,14402,20250923,Not as expected,Refunded,51.46
3763,36133,14404,20251231,Size/Fit,Pending,0.0
3764,36134,14404,20251227,Damaged,Refunded,368.55
3765,36135,14404,20251212,Late delivery,Refunded,11.47
3766,36142,14407,20250530,Damaged,Pending,0.0
3767,36149,14410,20251017,Changed mind,Approved,0.0
3768,36153,14411,20251226,Missing parts,Pending,0.0
3769,36180,14420,20250112,Not as expected,Refunded,107.62
3770,36201,14429,20240315,Defective,Refunded,388.6
3771,36217,14434,20240602,Size/Fit,Refunded,105.85
3772,36227,14437,20250222,Changed mind,Refunded,394.79
3773,36228,14438,20240330,Damaged,Refunded,31.83
3774,36234,14439,20251231,Damaged,Refunded,55.49
3775,36244,14441,20240311,Size/Fit,Approved,0.0
3776,36260,14447,20240708,Changed mind,Refunded,29.93
3777,36265,14449,20250222,Not as expected,Refunded,35.43
3778,36270,14451,20250416,Size/Fit,Refunded,81.26
3779,36274,14452,20240718,Damaged,Refunded,62.59
3780,36290,14457,20240327,Damaged,Approved,0.0
3781,36333,14478,20251228,Defective,Refunded,173.16
3782,36336,14480,20240616,Missing parts,Refunded,252.42
3783,36337,14481,20240919,Changed mind,Refunded,224.14
3784,36356,14488,20251231,Changed mind,Refunded,77.63
3785,36370,14493,20250927,Not as expected,Refunded,226.66
3786,36379,14497,20250512,Not as expected,Refunded,77.48
3787,36381,14498,20240625,Not as expected,Refunded,116.37
3788,36392,14504,20250210,Damaged,Refunded,37.91
3789,36416,14515,20241005,Defective,Refunded,952.17
3790,36421,14519,20250510,Changed mind,Refunded,77.17
3791,36440,14526,20250202,Not as expected,Refunded,126.04
3792,36448,14529,20240609,Damaged,Refunded,51.02
3793,36450,14530,20240405,Not as expected,Refunded,982.87
3794,36451,14531,20240617,Damaged,Refunded,599.04
3795,36459,14534,20240718,Not as expected,Refunded,66.12
3796,36466,14537,20250509,Wrong item,Refunded,10.07
3797,36474,14540,20240204,Not as expected,Refunded,42.67
3798,36483,14543,20250803,Missing parts,Refunded,495.02
3799,36489,14546,20250107,Missing parts,Refunded,246.87
3800,36499,14550,20241212,Not as expected,Refunded,46.83
3801,36505,14552,20240602,Damaged,Approved,0.0
3802,36516,14555,20240904,Not as expected,Refunded,68.03
3803,36519,14556,20241229,Wrong item,Refunded,9.43
3804,36552,14570,20250809,Not as expected,Refunded,155.49
3805,36569,14576,20241213,Missing parts,Approved,0.0
3806,36595,14585,20241222,Defective,Refunded,116.75
3807,36601,14586,20240615,Damaged,Refunded,23.86
3808,36613,14591,20240216,Not as expected,Refunded,78.25
3809,36617,14593,20250304,Changed mind,Refunded,258.51
3810,36621,14594,20240828,Damaged,Refunded,47.93
3811,36638,14601,20241007,Changed mind,Approved,0.0
3812,36644,14604,20250322,Wrong item,Refunded,22.69
3813,36649,14606,20250615,Not as expected,Refunded,210.61
3814,36654,14609,20251202,Changed mind,Refunded,40.05
3815,36663,14612,20240627,Missing parts,Refunded,125.34
3816,36667,14614,20250711,Changed mind,Refunded,32.51
3817,36669,14615,20240313,Allergic reaction,Refunded,56.04
3818,36697,14624,20250710,Not as expected,Refunded,312.11
3819,36700,14626,20251215,Damaged,Refunded,53.69
3820,36704,14627,20250321,Changed mind,Refunded,89.37
3821,36707,14628,20241210,Missing parts,Refunded,156.9
3822,36709,14628,20241120,Damaged,Approved,0.0
3823,36711,14629,20251220,Damaged,Refunded,152.17
3824,36719,14632,20240812,Late delivery,Refunded,9.2
3825,36727,14635,20250320,Damaged,Refunded,28.84
3826,36735,14639,20240321,Not as expected,Refunded,138.37
3827,36746,14642,20251017,Defective,Refunded,181.73
3828,36770,14650,20240410,Damaged,Refunded,717.24
3829,36794,14659,20240709,Damaged,Refunded,38.26
3830,36825,14670,20240330,Missing parts,Refunded,215.07
3831,36831,14672,20251009,Damaged,Refunded,95.34
3832,36838,14675,20251221,Not as expected,Refunded,11.82
3833,36843,14676,20250721,Damaged,Refunded,123.19
3834,36851,14678,20250111,Size/Fit,Approved,0.0
3835,36860,14681,20241017,Changed mind,Refunded,15.09
3836,36864,14683,20240313,Missing parts,Refunded,214.78
3837,36878,14689,20250618,Not as expected,Refunded,48.68
3838,36889,14693,20250106,Damaged,Refunded,36.12
3839,36907,14702,20251125,Allergic reaction,Refunded,63.53
3840,36918,14706,20240615,Damaged,Refunded,200.82
3841,36922,14708,20240606,Changed mind,Refunded,172.21
3842,36926,14709,20241119,Changed mind,Approved,0.0
3843,36931,14712,20240708,Wrong item,Refunded,18.34
3844,36957,14724,20251017,Defective,Approved,0.0
3845,36959,14725,20250530,Allergic reaction,Refunded,60.97
3846,36969,14730,20250519,Damaged,Refunded,202.08
3847,36982,14735,20250110,Damaged,Refunded,60.16
3848,36998,14743,20240605,Not as expected,Refunded,74.63
3849,37015,14749,20250603,Not as expected,Refunded,27.64
3850,37025,14753,20240223,Not as expected,Pending,0.0
3851,37029,14755,20250709,Not as expected,Refunded,45.27
3852,37032,14756,20251127,Damaged,Refunded,484.35
3853,37034,14756,20251112,Changed mind,Approved,0.0
3854,37036,14757,20241130,Defective,Refunded,115.28
3855,37043,14758,20240623,Changed mind,Refunded,99.67
3856,37055,14762,20250710,Damaged,Approved,0.0
3857,37073,14770,20251010,Damaged,Refunded,227.87
3858,37081,14772,20250815,Changed mind,Refunded,63.09
3859,37089,14776,20250423,Wrong item,Refunded,58.07
3860,37094,14777,20250330,Allergic reaction,Approved,0.0
3861,37098,14779,20250330,Not as expected,Refunded,105.34
3862,37099,14780,20240128,Missing parts,Refunded,856.81
3863,37104,14782,20250911,Damaged,Refunded,145.28
3864,37124,14791,20250511,Damaged,Refunded,70.89
3865,37136,14798,20251130,Defective,Pending,0.0
3866,37153,14803,20251211,Not as expected,Refunded,187.69
3867,37163,14807,20240824,Defective,Refunded,464.38
3868,37176,14814,20240907,Allergic reaction,Pending,0.0
3869,37184,14817,20240511,Changed mind,Refunded,151.6
3870,37199,14823,20250303,Not as expected,Approved,0.0
3871,37200,14823,20250308,Damaged,Refunded,27.08
3872,37220,14831,20240217,Damaged,Refunded,57.13
3873,37238,14840,20250502,Not as expected,Refunded,22.27
3874,37251,14846,20240917,Missing parts,Refunded,347.02
3875,37253,14847,20240619,Missing parts,Pending,0.0
3876,37256,14849,20240706,Not as expected,Refunded,44.13
3877,37269,14855,20240720,Late delivery,Refunded,24.67
3878,37281,14859,20240627,Wrong item,Refunded,20.75
3879,37298,14865,20250621,Size/Fit,Refunded,67.23
3880,37300,14866,20240308,Not as expected,Refunded,72.63
3881,37306,14870,20240424,Damaged,Refunded,266.51
3882,37316,14875,20250919,Changed mind,Refunded,63.68
3883,37327,14879,20250516,Wrong item,Refunded,37.43
3884,37333,14880,20241205,Damaged,Refunded,1163.42
3885,37343,14885,20250612,Changed mind,Approved,0.0
3886,37355,14892,20240118,Defective,Refunded,116.27
3887,37360,14892,20240209,Missing parts,Refunded,343.9
3888,37365,14894,20250420,Changed mind,Refunded,81.95
3889,37371,14896,20250522,Wrong item,Approved,0.0
3890,37380,14901,20250714,Defective,Refunded,424.27
3891,37389,14903,20240416,Size/Fit,Refunded,255.36
3892,37406,14910,20251117,Damaged,Pending,0.0
3893,37429,14917,20250316,Changed mind,Approved,0.0
3894,37455,14928,20241011,Damaged,Refunded,731.13
3895,37465,14931,20250127,Damaged,Refunded,84.91
3896,37477,14938,20240805,Not as expected,Refunded,81.28
3897,37488,14942,20240620,Allergic reaction,Refunded,56.09
3898,37489,14942,20240615,Allergic reaction,Refunded,102.7
3899,37508,14950,20250222,Defective,Refunded,202.6
3900,37514,14951,20250915,Size/Fit,Refunded,55.38
3901,37526,14957,20241224,Damaged,Refunded,61.69
3902,37532,14959,20240622,Wrong item,Refunded,29.78
3903,37549,14967,20250904,Not as expected,Refunded,384.32
3904,37562,14973,20250326,Size/Fit,Refunded,107.62
3905,37566,14974,20250914,Changed mind,Refunded,123.1
3906,37572,14976,20250325,Damaged,Refunded,50.39
3907,37581,14979,20251015,Damaged,Refunded,81.42
3908,37587,14980,20251114,Defective,Refunded,202.26
3909,37589,14981,20240802,Wrong item,Refunded,24.91
3910,37603,14989,20250914,Missing parts,Refunded,98.21
3911,37610,14991,20240923,Changed mind,Refunded,29.73
3912,37619,14994,20240707,Allergic reaction,Refunded,117.64
3913,37621,14995,20250622,Missing parts,Refunded,159.97
3914,37628,14996,20240704,Size/Fit,Refunded,100.4
3915,37630,14998,20251007,Damaged,Refunded,436.88
3916,37631,14999,20240625,Changed mind,Approved,0.0
3917,37674,15017,20240514,Damaged,Approved,0.0
3918,37681,15020,20240810,Size/Fit,Refunded,123.84
3919,37692,15024,20250103,Late delivery,Refunded,13.66
3920,37699,15026,20241118,Changed mind,Approved,0.0
3921,37701,15027,20241115,Wrong item,Refunded,59.03
3922,37705,15028,20250911,Damaged,Refunded,23.04
3923,37715,15033,20250201,Damaged,Pending,0.0
3924,37735,15040,20250702,Damaged,Approved,0.0
3925,37737,15041,20251008,Not as expected,Approved,0.0
3926,37757,15047,20251115,Changed mind,Approved,0.0
3927,37761,15049,20240514,Late delivery,Refunded,35.37
3928,37770,15052,20251231,Damaged,Refunded,37.65
3929,37786,15059,20250217,Late delivery,Approved,0.0
3930,37795,15063,20240116,Wrong item,Refunded,7.87
3931,37804,15065,20241210,Not as expected,Refunded,49.06
3932,37825,15073,20240408,Damaged,Refunded,326.53
3933,37832,15075,20240717,Damaged,Refunded,87.65
3934,37838,15077,20240212,Wrong item,Refunded,25.54
3935,37865,15089,20251019,Not as expected,Refunded,40.63
3936,37866,15089,20251031,Damaged,Refunded,142.15
3937,37872,15091,20250728,Defective,Refunded,269.69
3938,37891,15100,20250623,Size/Fit,Refunded,200.01
3939,37893,15101,20250613,Missing parts,Refunded,266.63
3940,37902,15106,20250619,Damaged,Refunded,60.89
3941,37909,15108,20250809,Damaged,Refunded,13.67
3942,37913,15110,20241118,Not as expected,Refunded,295.15
3943,37926,15117,20240205,Damaged,Refunded,96.21
3944,37932,15119,20250910,Not as expected,Refunded,104.57
3945,37934,15120,20241022,Not as expected,Refunded,47.25
3946,37949,15126,20240305,Size/Fit,Refunded,58.92
3947,37992,15142,20240311,Size/Fit,Refunded,48.99
3948,37996,15143,20251003,Damaged,Refunded,43.31
3949,37999,15146,20240526,Changed mind,Approved,0.0
3950,38026,15160,20240523,Defective,Refunded,113.31
3951,38032,15162,20240219,Not as expected,Pending,0.0
3952,38040,15167,20240313,Damaged,Refunded,18.71
3953,38061,15175,20251023,Not as expected,Refunded,36.65
3954,38087,15185,20250517,Changed mind,Refunded,41.05
3955,38089,15186,20240327,Not as expected,Refunded,472.85
3956,38107,15192,20250430,Not as expected,Refunded,179.06
3957,38108,15192,20250430,Damaged,Refunded,92.13
3958,38112,15194,20251231,Damaged,Refunded,135.45
3959,38131,15202,20240729,Damaged,Approved,0.0
3960,38145,15206,20251231,Defective,Refunded,552.67
3961,38176,15218,20250415,Damaged,Refunded,42.31
3962,38186,15223,20250202,Not as expected,Refunded,1694.62
3963,38200,15231,20251123,Damaged,Refunded,136.39
3964,38232,15246,20251003,Changed mind,Refunded,108.71
3965,38245,15251,20241004,Not as expected,Approved,0.0
3966,38249,15252,20250101,Wrong item,Refunded,51.97
3967,38259,15256,20250425,Changed mind,Refunded,59.26
3968,38262,15257,20250319,Damaged,Refunded,185.01
3969,38275,15266,20250106,Damaged,Refunded,73.95
3970,38276,15266,20241226,Size/Fit,Refunded,46.64
3971,38284,15269,20240430,Damaged,Refunded,29.31
3972,38286,15269,20240507,Changed mind,Refunded,95.97
3973,38290,15271,20240812,Changed mind,Pending,0.0
3974,38296,15274,20251230,Size/Fit,Approved,0.0
3975,38313,15282,20241027,Changed mind,Refunded,96.85
3976,38315,15282,20241104,Damaged,Refunded,104.5
3977,38341,15292,20250421,Allergic reaction,Refunded,21.34
3978,38342,15293,20241214,Changed mind,Refunded,125.69
3979,38345,15293,20241224,Missing parts,Refunded,196.71
3980,38357,15302,20240316,Damaged,Refunded,159.32
3981,38361,15302,20240229,Damaged,Refunded,47.79
3982,38365,15304,20251003,Not as expected,Refunded,125.62
3983,38366,15305,20250410,Damaged,Approved,0.0
3984,38367,15306,20251231,Changed mind,Refunded,122.44
3985,38373,15308,20240529,Not as expected,Refunded,162.69
3986,38382,15312,20250312,Changed mind,Pending,0.0
3987,38383,15312,20250325,Not as expected,Refunded,49.35
3988,38406,15322,20240501,Damaged,Refunded,160.3
3989,38415,15325,20251231,Not as expected,Refunded,73.63
3990,38421,15327,20240405,Changed mind,Refunded,10.86
3991,38440,15336,20240724,Damaged,Approved,0.0
3992,38441,15336,20240730,Wrong item,Approved,0.0
3993,38442,15336,20240809,Changed mind,Refunded,18.79
3994,38453,15339,20250627,Allergic reaction,Refunded,46.83
3995,38454,15340,20251231,Not as expected,Refunded,71.54
3996,38461,15344,20240311,Wrong item,Refunded,47.38
3997,38468,15348,20241105,Damaged,Approved,0.0
3998,38475,15351,20251002,Late delivery,Refunded,43.32
3999,38487,15356,20250429,Not as expected,Approved,0.0
4000,38489,15358,20241126,Not as expected,Refunded,49.27
4001,38490,15358,20241120,Changed mind,Approved,0.0
4002,38497,15361,20251205,Damaged,Refunded,260.84
4003,38500,15364,20250319,Changed mind,Approved,0.0
4004,38512,15369,20250104,Not as expected,Refunded,23.95
4005,38513,15369,20241224,Damaged,Refunded,125.03
4006,38521,15373,20241121,Changed mind,Approved,0.0
4007,38524,15375,20241123,Damaged,Refunded,119.3
4008,38526,15376,20250719,Not as expected,Refunded,71.0
4009,38548,15387,20251118,Size/Fit,Refunded,269.63
4010,38550,15388,20250416,Not as expected,Refunded,82.1
4011,38555,15390,20240823,Not as expected,Refunded,49.79
4012,38586,15403,20241106,Changed mind,Refunded,326.86
