ProductID,Category,Subcategory,Brand,BaseUnitPrice,EstimatedUnitCost,PriceBand
1056,Sports,Team Sports,Pulse,70.05,50.5,Mid
1057,Sports,Fitness,Kora,122.11,81.08,Premium
1058,Grocery,Snacks,Orion,15.02,9.41,Budget
1059,Electronics,Audio,Orion,168.22,81.8,Premium
1060,Fashion,Shoes,Solace,55.19,33.91,Mid
1061,Fashion,Men,Atlas,30.84,16.49,Mid
1062,Sports,Cycling,Linea,25.86,17.98,Mid
1063,Fashion,Shoes,Kora,34.93,18.49,Mid
1064,Fashion,Shoes,Vela,57.11,30.97,Mid
1065,Grocery,Snacks,Mira,11.29,5.91,Budget
1066,Books,Education,Vela,26.57,19.04,Mid
1067,Fashion,Shoes,Pulse,84.78,59.16,Premium
1068,Toys,Action Figures,Pulse,56.8,39.73,Mid
1069,Beauty,Haircare,Ridge,38.48,28.23,Mid
1070,Grocery,Snacks,Nova,28.63,15.7,Mid
1071,Home,Cleaning,Atlas,71.95,46.44,Mid
1072,Grocery,Snacks,Lumo,17.77,12.42,Budget
1073,Beauty,Skincare,Kora,68.77,40.55,Mid
1074,Fashion,Accessories,Zenith,117.07,84.29,Premium
1075,Books,Kids,Ridge,22.48,10.36,Mid
1076,Home,Cleaning,Aurum,86.53,54.52,Premium
1077,Electronics,Audio,Fjord,99.14,67.05,Premium
1078,Sports,Team Sports,Pulse,99.48,50.5,Premium
1079,Home,Decor,Bloom,154.3,87.69,Premium
1080,Sports,Team Sports,Vela,60.04,41.9,Mid
1081,Electronics,Accessories,Ridge,164.79,122.53,Premium
1082,Beauty,Haircare,Orion,37.75,18.25,Mid
1083,Home,Lighting,Linea,86.96,54.75,Premium
1084,Electronics,Gaming,Linea,173.62,103.79,Premium
1085,Electronics,Laptops,Fjord,128.05,59.19,Premium
1086,Books,Kids,Bloom,28.37,15.71,Mid
1087,Home,Lighting,Ridge,137.15,91.08,Premium
1088,Beauty,Makeup,Vela,57.5,32.84,Mid
1089,Fashion,Bags,Bloom,46.3,24.33,Mid
1090,Fashion,Men,Atlas,85.1,44.6,Premium
1091,Beauty,Haircare,Zenith,71.04,36.7,Mid
1092,Beauty,Makeup,Pulse,41.07,27.94,Mid
1093,Grocery,Coffee & Tea,Nova,6.83,3.45,Budget
1094,Fashion,Shoes,Orion,94.05,65.4,Premium
1095,Fashion,Men,Cairo,89.37,56.9,Premium
1096,Sports,Team Sports,Ridge,54.05,35.03,Mid
1097,Fashion,Women,Kora,58.62,36.13,Mid
1098,Beauty,Makeup,Ridge,43.34,28.79,Mid
1099,Electronics,Gaming,Linea,229.98,158.04,Premium
1100,Home,Lighting,Pulse,135.83,62.21,Premium
1101,Home,Decor,Fjord,207.77,99.2,Premium
1102,Grocery,Coffee & Tea,Pulse,10.63,5.38,Budget
1103,Grocery,Pantry,Bloom,19.92,10.93,Budget
1104,Fashion,Women,Orion,74.43,51.98,Mid
1105,Fashion,Bags,Bloom,116.74,72.82,Premium
1106,Fashion,Shoes,Pulse,46.47,24.6,Mid
1107,Home,Lighting,Mira,158.71,93.77,Premium
1108,Grocery,Pantry,Kora,14.56,9.59,Budget
1109,Grocery,Coffee & Tea,Aurum,22.62,16.07,Mid
1110,Sports,Outdoor,Atlas,39.7,24.62,Mid
1111,Toys,Puzzles,Vela,81.29,59.9,Premium
1112,Sports,Team Sports,Fjord,47.29,22.25,Mid
1113,Electronics,Gaming,Atlas,102.43,54.51,Premium
1114,Beauty,Skincare,Atlas,46.12,29.55,Mid
1115,Fashion,Shoes,Lumo,105.93,62.3,Premium
1116,Home,Decor,Vela,324.62,192.36,High-end
1117,Sports,Fitness,Pulse,26.25,13.16,Mid
1118,Grocery,Coffee & Tea,Cairo,24.63,13.0,Mid
1119,Books,Education,Solace,14.51,9.49,Budget
1120,Beauty,Skincare,Atlas,55.76,36.46,Mid
1121,Sports,Team Sports,Aurum,114.81,55.84,Premium
1122,Sports,Outdoor,Fjord,60.31,35.76,Mid
1123,Sports,Fitness,Linea,146.01,71.96,Premium
1124,Home,Furniture,Orion,131.61,80.34,Premium
1125,Electronics,Laptops,Zenith,64.41,35.93,Mid
1126,Fashion,Women,Ridge,42.51,31.84,Mid
1127,Fashion,Men,Fjord,93.25,52.51,Premium
1128,Toys,Board Games,Solace,28.76,18.54,Mid
1129,Sports,Fitness,Vela,66.19,46.15,Mid
1130,Beauty,Skincare,Solace,51.18,24.2,Mid
1131,Fashion,Shoes,Kora,28.56,18.84,Mid
1132,Home,Furniture,Cairo,162.08,74.73,Premium
1133,Fashion,Shoes,Vela,64.09,45.08,Mid
1134,Electronics,Gaming,Mira,45.02,25.46,Mid
1135,Electronics,Phones,Solace,122.9,71.45,Premium
1136,Electronics,Accessories,Vela,90.9,47.85,Premium
1137,Electronics,Accessories,Fjord,297.21,173.9,High-end
1138,Beauty,Fragrance,Vela,51.98,28.84,Mid
1139,Books,Education,Lumo,22.89,12.06,Mid
1140,Electronics,Laptops,Orion,114.95,66.59,Premium
1141,Grocery,Snacks,Nova,12.81,7.73,Budget
1142,Sports,Cycling,Bloom,75.64,50.76,Mid
1143,Grocery,Coffee & Tea,Ridge,15.08,9.46,Budget
1144,Books,Fiction,Bloom,19.26,8.89,Budget
1145,Grocery,Beverages,Cairo,27.03,17.29,Mid
1146,Grocery,Snacks,Fjord,11.56,5.89,Budget
1147,Electronics,Accessories,Fjord,109.34,81.16,Premium
1148,Fashion,Men,Cairo,109.8,57.22,Premium
1149,Sports,Team Sports,Kora,32.51,15.51,Mid
1150,Electronics,Audio,Fjord,474.73,314.46,High-end
1151,Fashion,Men,Atlas,94.32,56.31,Premium
1152,Electronics,Gaming,Bloom,255.65,189.89,High-end
1153,Toys,Board Games,Lumo,35.25,16.92,Mid
1154,Home,Cleaning,Orion,197.92,104.17,Premium
1155,Toys,Action Figures,Vela,50.0,32.43,Mid
1156,Fashion,Accessories,Atlas,84.5,47.86,Premium
1157,Electronics,Phones,Vela,102.81,61.42,Premium
1158,Books,Kids,Solace,11.29,7.54,Budget
1159,Sports,Fitness,Cairo,75.44,53.16,Mid
1160,Toys,Board Games,Atlas,30.37,17.37,Mid
1161,Home,Kitchen,Pulse,134.49,88.2,Premium
1162,Electronics,Phones,Bloom,261.2,119.19,High-end
1163,Books,Non-fiction,Pulse,11.98,6.61,Budget
1164,Fashion,Women,Linea,67.46,41.64,Mid
1165,Home,Lighting,Pulse,63.84,35.14,Mid
1166,Grocery,Snacks,Bloom,18.31,9.39,Budget
1167,Fashion,Bags,Pulse,117.63,78.3,Premium
1168,Sports,Outdoor,Mira,87.39,61.57,Premium
1169,Home,Decor,Mira,126.85,72.59,Premium
1170,Books,Education,Linea,18.68,9.49,Budget
1171,Fashion,Accessories,Mira,66.21,34.82,Mid
1172,Fashion,Women,Vela,36.8,17.96,Mid
1173,Electronics,Gaming,Linea,409.49,303.19,High-end
1174,Toys,Kids,Vela,16.3,10.37,Budget
1175,Beauty,Skincare,Solace,61.71,34.89,Mid
1176,Books,Fiction,Kora,26.5,13.43,Mid
1177,Electronics,Phones,Atlas,276.76,137.47,High-end
1178,Fashion,Men,Vela,62.29,29.85,Mid
1179,Home,Lighting,Zenith,107.62,70.47,Premium
1180,Sports,Outdoor,Mira,125.7,87.71,Premium
1181,Electronics,Phones,Kora,368.04,235.29,High-end
1182,Books,Non-fiction,Linea,13.84,6.33,Budget
1183,Toys,Board Games,Aurum,25.71,13.17,Mid
1184,Fashion,Men,Pulse,131.27,96.92,Premium
1185,Fashion,Men,Fjord,96.26,53.61,Premium
1186,Fashion,Shoes,Vela,89.85,49.23,Premium
1187,Sports,Outdoor,Bloom,36.76,20.74,Mid
1188,Beauty,Skincare,Linea,14.86,8.94,Budget
1189,Fashion,Bags,Aurum,66.32,31.34,Mid
1190,Home,Lighting,Orion,200.65,127.54,Premium
1191,Electronics,Gaming,Lumo,183.54,86.41,Premium
1192,Books,Education,Fjord,25.09,11.33,Mid
1193,Beauty,Makeup,Vela,50.26,37.56,Mid
1194,Beauty,Fragrance,Lumo,29.35,19.48,Mid
1195,Fashion,Bags,Cairo,75.81,49.13,Mid
1196,Toys,Puzzles,Aurum,39.27,21.22,Mid
1197,Grocery,Pantry,Solace,4.83,3.44,Budget
1198,Fashion,Accessories,Cairo,75.18,55.33,Mid
1199,Electronics,Audio,Pulse,180.63,133.91,Premium
1200,Home,Kitchen,Solace,69.38,51.77,Mid
1201,Grocery,Beverages,Bloom,9.41,5.09,Budget
1202,Beauty,Fragrance,Pulse,128.83,57.99,Premium
1203,Grocery,Snacks,Orion,10.32,4.65,Budget
1204,Fashion,Accessories,Vela,60.29,43.34,Mid
1205,Home,Decor,Zenith,112.25,81.64,Premium
1206,Electronics,Audio,Vela,157.52,76.89,Premium
1207,Home,Lighting,Pulse,67.32,32.04,Mid
1208,Fashion,Bags,Bloom,52.24,37.76,Mid
1209,Electronics,Laptops,Bloom,167.62,114.12,Premium
1210,Sports,Cycling,Nova,118.4,71.38,Premium
1211,Books,Fiction,Nova,27.4,18.7,Mid
1212,Electronics,Gaming,Pulse,349.04,251.23,High-end
1213,Fashion,Men,Kora,100.06,63.7,Premium
1214,Fashion,Accessories,Zenith,113.08,57.98,Premium
1215,Electronics,Phones,Nova,165.0,87.01,Premium
1216,Home,Decor,Pulse,90.1,55.25,Premium
1217,Fashion,Bags,Mira,150.69,103.69,Premium
1218,Books,Education,Cairo,16.01,8.12,Budget
1219,Beauty,Skincare,Vela,53.61,38.82,Mid
1220,Electronics,Gaming,Vela,111.41,77.02,Premium
1221,Toys,Action Figures,Aurum,88.37,46.52,Premium
1222,Grocery,Pantry,Lumo,8.53,5.05,Budget
1223,Grocery,Pantry,Ridge,32.09,18.3,Mid
1224,Grocery,Snacks,Solace,16.84,7.74,Budget
1225,Grocery,Coffee & Tea,Aurum,8.61,5.41,Budget
1226,Home,Kitchen,Kora,155.66,82.94,Premium
1227,Beauty,Skincare,Zenith,28.8,17.78,Mid
1228,Electronics,Phones,Vela,401.41,187.73,High-end
1229,Home,Cleaning,Nova,225.53,133.24,Premium
1230,Fashion,Bags,Nova,89.37,65.94,Premium
1231,Fashion,Bags,Nova,61.07,44.9,Mid
1232,Fashion,Bags,Lumo,84.44,52.59,Premium
1233,Grocery,Pantry,Kora,23.82,12.35,Mid
1234,Sports,Cycling,Lumo,58.38,43.06,Mid
1235,Sports,Cycling,Cairo,50.18,35.96,Mid
1236,Toys,Kids,Nova,26.51,16.77,Mid
1237,Home,Furniture,Zenith,83.54,57.74,Premium
1238,Fashion,Men,Nova,88.71,44.66,Premium
1239,Grocery,Snacks,Kora,10.29,5.69,Budget
1240,Toys,Action Figures,Linea,51.23,30.37,Mid
1241,Grocery,Beverages,Lumo,14.6,7.8,Budget
1242,Fashion,Accessories,Mira,86.87,50.73,Premium
1243,Toys,Puzzles,Mira,52.25,26.25,Mid
1244,Home,Kitchen,Solace,91.17,66.07,Premium
1245,Grocery,Pantry,Kora,12.7,6.76,Budget
1246,Home,Cleaning,Pulse,106.06,70.33,Premium
1247,Fashion,Accessories,Orion,47.21,30.22,Mid
1248,Toys,Action Figures,Cairo,59.45,39.01,Mid
1249,Toys,Action Figures,Mira,36.89,26.63,Mid
1250,Electronics,Laptops,Pulse,143.84,103.58,Premium
1251,Electronics,Gaming,Atlas,371.49,262.5,High-end
1252,Home,Furniture,Pulse,191.42,105.79,Premium
1253,Books,Non-fiction,Nova,26.81,15.99,Mid
1254,Grocery,Snacks,Solace,8.31,4.1,Budget
1255,Toys,Puzzles,Nova,18.45,8.35,Budget
1256,Books,Education,Zenith,15.05,9.14,Budget
1257,Sports,Outdoor,Orion,24.83,13.36,Mid
1258,Sports,Cycling,Linea,92.4,53.97,Premium
1259,Grocery,Beverages,Linea,15.55,9.22,Budget
1260,Home,Decor,Pulse,104.08,75.99,Premium
1261,Electronics,Accessories,Fjord,207.65,128.37,Premium
1262,Toys,Kids,Cairo,47.34,22.16,Mid
1263,Electronics,Phones,Aurum,300.55,186.34,High-end
1264,Home,Lighting,Atlas,180.23,118.02,Premium
1265,Grocery,Snacks,Nova,8.76,6.01,Budget
1266,Toys,Puzzles,Atlas,57.31,33.79,Mid
1267,Fashion,Men,Vela,47.06,29.33,Mid
1268,Electronics,Gaming,Nova,387.12,259.58,High-end
1269,Home,Furniture,Nova,218.63,110.53,Premium
1270,Fashion,Men,Fjord,133.49,80.33,Premium
1271,Toys,Action Figures,Vela,27.04,18.67,Mid
1272,Books,Kids,Aurum,11.13,5.17,Budget
1273,Sports,Outdoor,Atlas,104.27,73.39,Premium
1274,Electronics,Laptops,Mira,142.48,73.22,Premium
1275,Home,Lighting,Lumo,123.79,82.35,Premium
1276,Home,Decor,Nova,77.91,48.22,Mid
1277,Sports,Team Sports,Mira,119.01,63.53,Premium
1278,Electronics,Phones,Aurum,188.87,121.68,Premium
1279,Beauty,Haircare,Kora,40.33,21.38,Mid
1280,Books,Education,Orion,17.04,10.58,Budget
1281,Toys,Kids,Atlas,56.34,33.51,Mid
1282,Toys,Action Figures,Aurum,15.6,9.5,Budget
1283,Toys,Action Figures,Kora,34.8,22.76,Mid
1284,Sports,Team Sports,Kora,204.92,128.99,Premium
1285,Home,Lighting,Fjord,110.61,73.06,Premium
1286,Grocery,Pantry,Bloom,25.64,17.19,Mid
1287,Sports,Fitness,Orion,50.81,35.99,Mid
1288,Home,Furniture,Orion,114.17,57.91,Premium
1289,Books,Kids,Linea,9.99,6.22,Budget
1290,Books,Kids,Vela,23.97,17.17,Mid
1291,Fashion,Shoes,Atlas,81.07,56.29,Premium
1292,Toys,Kids,Atlas,46.74,28.15,Mid
1293,Sports,Fitness,Vela,63.19,32.39,Mid
1294,Beauty,Haircare,Pulse,73.13,52.61,Mid
1295,Home,Cleaning,Linea,313.18,199.8,High-end
1296,Fashion,Accessories,Mira,48.7,23.12,Mid
1297,Toys,Puzzles,Aurum,20.91,13.91,Mid
1298,Books,Fiction,Vela,11.27,7.36,Budget
1299,Sports,Cycling,Mira,46.5,23.25,Mid
1300,Toys,Action Figures,Linea,22.44,15.9,Mid
1301,Books,Non-fiction,Pulse,11.74,8.44,Budget
1302,Sports,Outdoor,Lumo,107.21,57.02,Premium
1303,Toys,Board Games,Zenith,35.75,22.28,Mid
1304,Fashion,Men,Linea,71.74,41.66,Mid
1305,Home,Furniture,Orion,113.32,52.94,Premium
1306,Fashion,Bags,Ridge,76.48,36.52,Mid
1307,Electronics,Laptops,Aurum,234.07,119.64,Premium
1308,Books,Fiction,Mira,9.64,5.87,Budget
1309,Home,Kitchen,Pulse,79.34,43.76,Mid
1310,Fashion,Women,Linea,60.36,44.18,Mid
1311,Sports,Cycling,Cairo,34.75,22.3,Mid
1312,Beauty,Fragrance,Bloom,86.72,44.21,Premium
1313,Home,Furniture,Lumo,138.83,101.5,Premium
1314,Books,Education,Ridge,19.62,12.28,Budget
1315,Grocery,Pantry,Vela,12.06,8.63,Budget
1316,Electronics,Accessories,Nova,318.3,175.15,High-end
1317,Fashion,Accessories,Kora,91.5,56.68,Premium
1318,Home,Cleaning,Cairo,111.78,59.51,Premium
1319,Fashion,Men,Solace,54.64,30.25,Mid
1320,Home,Furniture,Fjord,117.92,84.76,Premium
1321,Home,Kitchen,Zenith,46.03,20.9,Mid
1322,Beauty,Makeup,Zenith,54.77,29.04,Mid
1323,Electronics,Gaming,Aurum,156.48,82.9,Premium
1324,Grocery,Coffee & Tea,Kora,23.45,17.58,Mid
1325,Fashion,Shoes,Kora,38.74,19.79,Mid
1326,Books,Education,Atlas,20.87,10.04,Mid
1327,Electronics,Phones,Cairo,318.84,225.73,High-end
1328,Toys,Board Games,Linea,46.38,33.95,Mid
1329,Grocery,Beverages,Orion,13.74,9.96,Budget
1330,Books,Kids,Solace,15.84,11.41,Budget
1331,Electronics,Phones,Ridge,201.85,96.64,Premium
1332,Fashion,Men,Orion,33.27,17.71,Mid
1333,Toys,Puzzles,Solace,40.71,30.52,Mid
1334,Beauty,Haircare,Linea,46.22,21.03,Mid
1335,Grocery,Coffee & Tea,Linea,13.1,6.22,Budget
1336,Books,Fiction,Zenith,19.62,9.36,Budget
1337,Toys,Kids,Nova,33.84,16.09,Mid
1338,Toys,Board Games,Aurum,14.05,9.91,Budget
1339,Beauty,Makeup,Cairo,16.09,9.76,Budget
1340,Fashion,Accessories,Ridge,66.29,39.53,Mid
1341,Grocery,Coffee & Tea,Fjord,12.73,5.82,Budget
1342,Home,Decor,Lumo,273.42,177.73,High-end
1343,Grocery,Coffee & Tea,Bloom,7.69,4.01,Budget
1344,Grocery,Coffee & Tea,Pulse,18.61,10.93,Budget
1345,Toys,Kids,Fjord,40.27,22.08,Mid
1346,Sports,Cycling,Solace,40.57,28.35,Mid
1347,Electronics,Gaming,Vela,117.18,69.55,Premium
1348,Books,Non-fiction,Vela,24.55,16.33,Mid
1349,Fashion,Men,Lumo,73.29,39.31,Mid
1350,Fashion,Shoes,Cairo,62.53,46.29,Mid
1351,Books,Kids,Kora,12.92,6.77,Budget
1352,Home,Kitchen,Kora,98.47,59.99,Premium
1353,Books,Fiction,Atlas,10.43,5.64,Budget
1354,Fashion,Shoes,Cairo,46.51,24.2,Mid
1355,Electronics,Laptops,Kora,522.71,343.59,High-end
1356,Beauty,Haircare,Aurum,53.19,24.65,Mid
1357,Toys,Action Figures,Orion,39.62,18.47,Mid
1358,Sports,Fitness,Zenith,55.45,32.2,Mid
1359,Books,Kids,Ridge,15.46,7.35,Budget
1360,Fashion,Shoes,Zenith,68.25,46.52,Mid
1361,Fashion,Accessories,Atlas,47.98,23.46,Mid
1362,Home,Cleaning,Ridge,164.1,91.39,Premium
1363,Beauty,Haircare,Orion,142.26,65.07,Premium
1364,Books,Non-fiction,Zenith,7.95,5.01,Budget
1365,Fashion,Bags,Nova,141.0,89.95,Premium
1366,Electronics,Gaming,Atlas,386.16,284.62,High-end
1367,Fashion,Men,Aurum,46.86,32.51,Mid
1368,Grocery,Pantry,Ridge,21.35,12.37,Mid
1369,Books,Non-fiction,Zenith,19.32,10.91,Budget
1370,Electronics,Gaming,Solace,154.69,112.79,Premium
1371,Toys,Kids,Solace,33.71,24.74,Mid
1372,Electronics,Phones,Orion,188.03,131.57,Premium
1373,Grocery,Coffee & Tea,Solace,17.36,7.83,Budget
1374,Fashion,Men,Mira,89.48,57.9,Premium
1375,Grocery,Coffee & Tea,Bloom,9.19,5.44,Budget
1376,Electronics,Laptops,Mira,381.49,186.88,High-end
1377,Electronics,Accessories,Pulse,153.29,106.54,Premium
1378,Books,Fiction,Aurum,22.73,12.71,Mid
1379,Toys,Kids,Fjord,64.32,42.58,Mid
1380,Electronics,Accessories,Solace,143.31,91.79,Premium
1381,Grocery,Coffee & Tea,Solace,15.78,11.6,Budget
1382,Grocery,Snacks,Zenith,15.32,9.76,Budget
1383,Beauty,Skincare,Linea,39.9,19.53,Mid
1384,Electronics,Accessories,Lumo,140.72,68.46,Premium
1385,Fashion,Accessories,Vela,107.7,64.34,Premium
1386,Beauty,Makeup,Ridge,61.58,27.79,Mid
1387,Home,Furniture,Mira,108.03,67.65,Premium
1388,Grocery,Coffee & Tea,Solace,25.08,12.48,Mid
1389,Grocery,Pantry,Ridge,14.81,7.76,Budget
1390,Electronics,Phones,Lumo,320.3,153.79,High-end
1391,Electronics,Phones,Atlas,312.29,230.02,High-end
1392,Fashion,Men,Linea,52.0,27.04,Mid
1393,Books,Kids,Nova,25.55,17.08,Mid
1394,Toys,Action Figures,Bloom,29.87,14.55,Mid
1395,Books,Non-fiction,Nova,17.18,11.69,Budget
1396,Home,Lighting,Fjord,112.66,72.7,Premium
1397,Books,Fiction,Mira,13.42,9.63,Budget
1398,Beauty,Makeup,Ridge,43.38,26.42,Mid
1399,Sports,Team Sports,Orion,64.51,31.04,Mid
1400,Home,Lighting,Cairo,60.1,33.78,Mid
1401,Fashion,Women,Solace,63.12,43.77,Mid
1402,Toys,Board Games,Solace,30.68,15.95,Mid
1403,Fashion,Bags,Cairo,41.8,26.53,Mid
1404,Electronics,Gaming,Mira,276.57,186.2,High-end
1405,Grocery,Snacks,Nova,12.31,8.78,Budget
1406,Electronics,Accessories,Fjord,287.93,139.6,High-end
1407,Electronics,Phones,Zenith,111.02,81.97,Premium
1408,Sports,Team Sports,Linea,57.81,39.44,Mid
1409,Sports,Cycling,Vela,46.5,23.24,Mid
1410,Beauty,Haircare,Solace,48.55,26.95,Mid
1411,Electronics,Gaming,Zenith,138.98,102.92,Premium
1412,Toys,Action Figures,Solace,23.88,16.49,Mid
1413,Beauty,Makeup,Atlas,26.25,19.21,Mid
1414,Sports,Outdoor,Orion,68.39,34.9,Mid
1415,Electronics,Phones,Pulse,296.73,220.89,High-end
1416,Electronics,Phones,Cairo,263.07,134.42,High-end
1417,Toys,Board Games,Fjord,22.96,17.16,Mid
1418,Sports,Cycling,Vela,43.12,27.87,Mid
1419,Home,Lighting,Nova,60.44,35.43,Mid
1420,Beauty,Haircare,Bloom,23.21,13.5,Mid
1421,Home,Lighting,Mira,113.94,77.67,Premium
1422,Sports,Team Sports,Solace,58.17,42.12,Mid
1423,Grocery,Beverages,Solace,30.37,20.53,Mid
1424,Home,Decor,Lumo,115.68,72.68,Premium
1425,Sports,Outdoor,Zenith,79.04,45.04,Mid
1426,Fashion,Men,Cairo,169.65,126.37,Premium
1427,Home,Furniture,Zenith,185.46,116.73,Premium
1428,Fashion,Shoes,Cairo,71.0,37.75,Mid
1429,Electronics,Laptops,Mira,106.67,71.91,Premium
1430,Sports,Outdoor,Mira,38.43,24.74,Mid
1431,Books,Non-fiction,Cairo,13.46,7.06,Budget
1432,Toys,Action Figures,Bloom,48.76,29.2,Mid
1433,Grocery,Snacks,Solace,12.37,6.09,Budget
1434,Home,Furniture,Lumo,167.78,95.65,Premium
1435,Electronics,Phones,Ridge,406.89,253.26,High-end
1436,Electronics,Audio,Vela,93.6,46.9,Premium
1437,Toys,Action Figures,Atlas,49.88,31.91,Mid
1438,Grocery,Coffee & Tea,Solace,10.3,5.51,Budget
1439,Home,Lighting,Atlas,62.15,44.1,Mid
1440,Fashion,Accessories,Zenith,42.06,19.1,Mid
1441,Beauty,Makeup,Atlas,28.74,13.62,Mid
1442,Books,Education,Bloom,17.87,9.96,Budget
1443,Books,Kids,Atlas,17.09,11.57,Budget
1444,Electronics,Accessories,Atlas,290.29,182.71,High-end
1445,Electronics,Phones,Pulse,170.21,83.39,Premium
1446,Books,Non-fiction,Cairo,23.7,11.64,Mid
1447,Electronics,Audio,Atlas,258.36,160.53,High-end
1448,Beauty,Skincare,Nova,35.48,21.77,Mid
1449,Electronics,Gaming,Fjord,189.01,96.69,Premium
1450,Sports,Cycling,Linea,61.87,41.82,Mid
1451,Home,Cleaning,Kora,143.05,68.74,Premium
1452,Electronics,Gaming,Zenith,468.86,232.67,High-end
1453,Home,Cleaning,Orion,142.37,94.92,Premium
1454,Beauty,Makeup,Solace,35.28,25.56,Mid
1455,Beauty,Haircare,Atlas,24.97,16.85,Mid
1456,Toys,Board Games,Pulse,61.43,35.43,Mid
1457,Electronics,Accessories,Atlas,400.99,286.49,High-end
1458,Electronics,Audio,Zenith,407.77,265.96,High-end
1459,Toys,Puzzles,Atlas,65.12,31.26,Mid
1460,Books,Fiction,Kora,32.78,17.71,Mid
1461,Home,Furniture,Fjord,44.05,22.01,Mid
1462,Electronics,Phones,Cairo,175.48,105.91,Premium
1463,Fashion,Men,Cairo,89.19,58.72,Premium
1464,Toys,Kids,Bloom,68.71,33.84,Mid
1465,Toys,Board Games,Mira,36.08,19.29,Mid
1466,Books,Non-fiction,Lumo,19.32,13.78,Budget
1467,Grocery,Coffee & Tea,Aurum,11.33,7.53,Budget
1468,Electronics,Audio,Cairo,119.78,59.26,Premium
1469,Home,Decor,Kora,107.61,67.48,Premium
1470,Fashion,Women,Solace,43.09,20.53,Mid
1471,Books,Non-fiction,Vela,31.13,17.2,Mid
1472,Sports,Outdoor,Mira,47.2,24.67,Mid
1473,Books,Non-fiction,Aurum,17.6,12.88,Budget
1474,Home,Cleaning,Bloom,60.14,38.14,Mid
1475,Books,Kids,Lumo,17.64,11.86,Budget
1476,Sports,Cycling,Cairo,61.34,41.53,Mid
1477,Grocery,Snacks,Bloom,10.5,6.42,Budget
1478,Books,Fiction,Pulse,17.08,11.44,Budget
1479,Fashion,Women,Nova,120.75,66.27,Premium
1480,Grocery,Snacks,Pulse,10.43,5.22,Budget
1481,Books,Non-fiction,Kora,15.99,8.37,Budget
1482,Sports,Cycling,Fjord,78.61,55.5,Mid
1483,Home,Lighting,Zenith,54.37,34.51,Mid
1484,Home,Cleaning,Vela,103.54,64.79,Premium
1485,Toys,Kids,Aurum,14.95,8.55,Budget
1486,Home,Cleaning,Atlas,137.01,92.93,Premium
1487,Fashion,Bags,Cairo,78.35,57.18,Mid
1488,Beauty,Makeup,Cairo,62.48,31.41,Mid
1489,Books,Non-fiction,Lumo,24.2,17.89,Mid
1490,Toys,Kids,Mira,31.32,22.46,Mid
1491,Home,Cleaning,Kora,198.12,101.11,Premium
1492,Electronics,Accessories,Orion,196.56,107.16,Premium
1493,Home,Kitchen,Fjord,149.27,97.13,Premium
1494,Fashion,Accessories,Bloom,48.34,32.16,Mid
1495,Toys,Kids,Linea,18.52,10.52,Budget
1496,Fashion,Men,Solace,92.33,50.53,Premium
1497,Books,Fiction,Orion,33.75,17.33,Mid
1498,Electronics,Audio,Linea,198.97,109.71,Premium
1499,Fashion,Women,Kora,131.34,94.92,Premium
1500,Electronics,Gaming,Nova,361.03,244.18,High-end
1501,Fashion,Shoes,Orion,85.67,45.53,Premium
1502,Fashion,Bags,Aurum,86.45,60.0,Premium
1503,Grocery,Snacks,Ridge,7.26,4.73,Budget
1504,Fashion,Accessories,Bloom,133.4,68.93,Premium
1505,Electronics,Phones,Pulse,246.46,160.06,Premium
1506,Books,Fiction,Cairo,16.6,7.91,Budget
1507,Electronics,Phones,Linea,386.13,256.76,High-end
1508,Toys,Kids,Atlas,21.04,12.61,Mid
1509,Home,Lighting,Lumo,148.76,70.69,Premium
1510,Books,Education,Linea,12.02,8.27,Budget
1511,Home,Lighting,Mira,66.16,30.98,Mid
1512,Grocery,Coffee & Tea,Fjord,19.95,9.51,Budget
1513,Fashion,Men,Linea,41.43,24.07,Mid
1514,Fashion,Women,Orion,64.48,30.12,Mid
1515,Sports,Team Sports,Ridge,109.39,71.48,Premium
1516,Fashion,Shoes,Cairo,69.6,32.67,Mid
1517,Fashion,Shoes,Mira,74.23,39.27,Mid
1518,Home,Furniture,Vela,64.74,37.71,Mid
1519,Home,Lighting,Pulse,75.62,40.85,Mid
1520,Toys,Action Figures,Mira,80.55,57.88,Premium
1521,Electronics,Audio,Zenith,311.22,146.76,High-end
1522,Beauty,Skincare,Vela,83.92,50.37,Premium
1523,Fashion,Shoes,Solace,62.83,38.09,Mid
1524,Fashion,Shoes,Solace,93.04,66.59,Premium
1525,Toys,Kids,Vela,36.2,21.8,Mid
1526,Beauty,Fragrance,Orion,69.14,33.32,Mid
1527,Electronics,Accessories,Mira,352.15,176.72,High-end
1528,Books,Education,Atlas,18.87,11.09,Budget
1529,Grocery,Pantry,Lumo,11.27,5.2,Budget
1530,Fashion,Women,Zenith,78.52,55.33,Mid
1531,Electronics,Gaming,Mira,320.75,173.77,High-end
1532,Electronics,Gaming,Zenith,102.86,49.66,Premium
1533,Fashion,Bags,Cairo,84.44,62.6,Premium
1534,Electronics,Accessories,Fjord,134.57,71.58,Premium
1535,Fashion,Shoes,Nova,58.21,27.31,Mid
1536,Home,Furniture,Ridge,210.66,139.02,Premium
1537,Grocery,Coffee & Tea,Kora,16.8,7.92,Budget
1538,Fashion,Women,Zenith,38.21,18.57,Mid
1539,Fashion,Bags,Linea,61.59,31.49,Mid
